id,created_date,modified_date,is_active,kpi_definition,kpi_plan,kpi_starting_perf,kpi_units,created_by_id,kpi_custom_rating_scheme_id_id,kpi_measure_frequency_refitem_id,kpi_role_id,modified_by_id
111,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,12,1
112,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,12,1
113,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,12,1
114,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,12,1
115,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,12,1
116,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,12,1
117,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,12,1
118,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,12,1
119,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,12,1
120,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,12,1
121,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,12,1
122,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,13,1
123,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,13,1
124,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,13,1
125,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,13,1
126,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,13,1
127,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,13,1
128,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,13,1
129,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,13,1
130,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,13,1
131,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,13,1
132,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Customer Satisfaction,90,80,Percentage,1,3,208,13,1
133,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Innovation,70,50,Percentage,1,3,208,14,1
134,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Performance Engineering - Improve software application performance,80,60,Percentage,1,3,208,14,1
135,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Security Engineering - Increase data security and prevent breakdown incidents,90,70,Percentage,1,3,208,14,1
136,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Process Compliance ,100,90,Percentage,1,3,208,14,1
137,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Ontime Delivery,90,80,Percentage,1,3,208,14,1
138,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Technical Leadership,80,60,Percentage,1,3,208,14,1
139,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Functional Leadership,80,60,Percentage,1,3,208,14,1
140,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Team Collaboration,80,70,Percentage,1,3,208,14,1
141,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Employee Engagement ,80,60,Percentage,1,3,208,14,1
142,2018-10-25 11:54:40.680715+05:30,2018-10-25 11:54:40.680764+05:30,t,Commercial Viability,70,50,Percentage,1,3,208,14,1
