id,created_date,modified_date,is_active,refitems_name,refitems_code,is_systemdata,refitems_desc,created_by_id,modified_by_id,refitems_category_id
189,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Probation Confirmation,PRBCN,f,Probation Confirmation,1,1,40
190,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Contract Conversion,CONCN,f,Contract Conversion,1,1,40
191,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Self,1SELF,f,Self,1,1,41
192,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Reporting Officer,4REPO,f,Reporting Officer,1,1,41
193,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Senior Officer,5SRRP,f,Senior Officer,1,1,41
194,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Deparment Head,6DHED,f,Deparment Head,1,1,41
195,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Contract,CNTRT,f,Casuals,1,1,42
196,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,National Contract,NCNTR,f,National Contract,1,1,42
197,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,National Permanent,NPERM,f,National Permanent,1,1,42
198,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Correspondence ,FCP01,f,Correspondence ,1,1,43
199,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Documentation,FCP02,f,Documentation,1,1,43
200,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Text Box,TEBFT,f,Text Box,1,1,44
201,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Single Select,SISFT,f,Single Select,1,1,44
202,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Date Picker,DAPFT,f,Date Picker,1,1,44
203,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Select Search,SESFT,f,Select Search,1,1,44
204,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Automatic,AUTOM,f,Automatic,1,1,45
205,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Manual,MANUA,f,Manual,1,1,45
206,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Weekly,MFWLY,f,Weekly,1,1,46
207,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Monthly,MFMLY,f,Monthly,1,1,46
208,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Quarterly,MFQLY,f,Quarterly,1,1,46
209,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Basic,BASIC,f,Basic,1,1,47
210,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Intermediate,INMDT,f,Indermediate,1,1,47
211,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Advanced,ADVCD,f,Advanced,1,1,47
212,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Subordinate,2SUBO,f,Subordinate,1,1,48
213,2018-02-13 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Peer,3PEER,f,Peer,1,1,48
214,2018-02-14 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Call Letter,CALLL,f,Call Letter,1,1,49
215,2018-02-15 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Offer Letter,OFFER,f,Offer Letter,1,1,49
216,2018-02-16 21:57:00+05:30,2018-02-13 21:57:00+05:30,t,Appointment Order,APORD,f,Appointment Order,1,1,49
